Brand,Model,Price,Rating,Reviews,RAM(GB),ROM(GB),Battery(mAh),Screen_Size(inch),Camera
Samsung,Samsung Galaxy M35 5G,"₹17,694",4.3,"5,353 Ratings & 346 Reviews",8.0,128.0,6000,6.6,50MP
Samsung,Samsung Galaxy S24 5G Snapdragon,"₹46,999",4.6,"40,380 Ratings & 2,243 Reviews",8.0,256.0,4000,6.2,50MP
Samsung,Samsung M36 5G,"₹14,292",4.2,885 Ratings & 44 Reviews,6.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy M35 5G,"₹17,695",4.3,"5,353 Ratings & 346 Reviews",8.0,128.0,6000,6.6,50MP
Samsung,Samsung Galaxy S24 FE 5G,"₹35,999",4.5,"63,968 Ratings & 4,074 Reviews",8.0,256.0,4700,6.7,50MP
Samsung,Samsung Galaxy S25 Plus 5G,"₹74,999",4.7,80 Ratings & 15 Reviews,12.0,256.0,4900,6.7,50MP
Samsung,Samsung M36 5G,"₹16,078",4.1,169 Ratings & 6 Reviews,8.0,128.0,5000,6.7,50MP
Samsung,Samsung M36 5G,"₹16,850",4.1,169 Ratings & 6 Reviews,8.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy F16 5G,"₹13,499",4.2,"3,237 Ratings & 200 Reviews",8.0,128.0,5000,6.657,50MP
Samsung,Samsung Galaxy M17 5G,"₹13,534",4.0,5 Ratings & 0 Reviews,4.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy A16 5G,"₹13,995",4.2,"3,623 Ratings & 157 Reviews",6.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy S24 FE 5G,"₹35,999",4.5,"63,968 Ratings & 4,074 Reviews",8.0,256.0,4700,6.7,50MP
Samsung,Samsung Galaxy S24 5G Snapdragon,"₹45,999",4.6,"40,380 Ratings & 2,243 Reviews",8.0,256.0,4000,6.2,50MP
Samsung,Samsung Galaxy F36 5G,"₹17,499",4.2,"3,615 Ratings & 257 Reviews",8.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy A55 5G,"₹33,473",4.3,623 Ratings & 47 Reviews,12.0,256.0,5000,6.6,50MP
Samsung,Samsung Galaxy A06,"₹8,768",4.1,337 Ratings & 21 Reviews,4.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy A06,"₹7,774",4.1,337 Ratings & 21 Reviews,4.0,64.0,5000,6.7,50MP
Samsung,Samsung Galaxy M35 5G,"₹17,459",4.3,"5,353 Ratings & 346 Reviews",8.0,128.0,6000,6.6,50MP
Samsung,Samsung Galaxy A06 5G,"₹9,497",4.1,"2,009 Ratings & 127 Reviews",4.0,64.0,5000,6.7,50MP
Samsung,Samsung Galaxy M16 5G,"₹13,013",4.2,"1,062 Ratings & 54 Reviews",6.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy A17 5G,"₹21,239",4.3,157 Ratings & 8 Reviews,8.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy M16 5G,,4.1,466 Ratings & 15 Reviews,4.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy F15 5G,"₹15,999",4.2,"14,275 Ratings & 1,107 Reviews",4.0,128.0,6000,6.5,50MP
Samsung,Samsung Galaxy A06 5G,"₹13,999",4.1,"2,009 Ratings & 127 Reviews",4.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy M16 5G,"₹13,299",4.2,"1,062 Ratings & 54 Reviews",6.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy F36 5G,"₹15,999",4.3,"7,196 Ratings & 411 Reviews",6.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy A07 LTE,"₹7,990",,,4.0,64.0,5000,6.7,50MP
Samsung,Samsung Galaxy F16 5G,"₹10,749",4.1,"4,063 Ratings & 247 Reviews",4.0,128.0,5000,6.657,50MP
Samsung,Samsung Galaxy F36 5G,"₹15,999",4.3,"7,196 Ratings & 411 Reviews",6.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy A07 LTE,"₹7,990",,,4.0,64.0,5000,6.7,50MP
Samsung,Samsung Galaxy F36 5G,"₹17,499",4.2,"3,615 Ratings & 257 Reviews",8.0,128.0,5000,6.7,50MP
Samsung,Samsung M36 5G,"₹22,988",4.1,169 Ratings & 6 Reviews,8.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy M14 4G,"₹7,578",4.1,"3,299 Ratings & 129 Reviews",4.0,64.0,6000,6.6,50MP
Samsung,Samsung Galaxy A55 5G,"₹33,988",4.3,623 Ratings & 47 Reviews,12.0,256.0,5000,6.6,50MP
Samsung,Samsung Galaxy M55 5G,"₹21,782",4.1,116 Ratings & 11 Reviews,12.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy M35 5G,"₹20,999",4.3,"5,353 Ratings & 346 Reviews",8.0,256.0,6000,6.6,50MP
Samsung,Samsung Galaxy F16 5G,"₹11,499",4.2,"9,343 Ratings & 541 Reviews",6.0,128.0,5000,6.657,50MP
Samsung,Samsung Galaxy A06 5G,"₹13,999",4.1,"2,009 Ratings & 127 Reviews",4.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy F16 5G,"₹11,499",4.2,"9,343 Ratings & 541 Reviews",6.0,128.0,5000,6.657,50MP
Samsung,Samsung Galaxy F55 5G,"₹24,999",4.0,"3,127 Ratings & 252 Reviews",8.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy F15 5G,"₹15,999",4.2,"14,275 Ratings & 1,107 Reviews",4.0,128.0,6000,6.5,50MP
Samsung,Samsung Galaxy A06,"₹9,999",4.1,337 Ratings & 21 Reviews,4.0,64.0,5000,6.7,50MP
Samsung,Samsung Galaxy M16 5G,"₹12,488",4.1,466 Ratings & 15 Reviews,4.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy S25 Plus 5G,"₹74,999",4.7,80 Ratings & 15 Reviews,12.0,256.0,4900,6.7,50MP
Samsung,Samsung Galaxy F15 5G,"₹16,999",4.2,"35,681 Ratings & 2,640 Reviews",6.0,128.0,6000,6.5,50MP
Samsung,Samsung M36 5G,"₹16,851",4.1,169 Ratings & 6 Reviews,8.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy S24 5G Snapdragon,"₹41,999",4.6,"40,380 Ratings & 2,243 Reviews",8.0,128.0,4000,6.2,50MP
Samsung,Samsung Galaxy F16 5G,"₹10,749",4.1,"4,063 Ratings & 247 Reviews",4.0,128.0,5000,6.657,50MP
Samsung,Samsung Galaxy M35 5G,"₹21,000",4.4,"28,377 Ratings & 2,160 Reviews",6.0,128.0,6000,6.6,50MP
Samsung,Samsung Galaxy F16 5G,"₹10,749",4.1,"4,063 Ratings & 247 Reviews",4.0,128.0,5000,6.657,50MP
Samsung,Samsung Galaxy F36 5G,"₹20,499",4.2,"3,615 Ratings & 257 Reviews",8.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy S24 5G Snapdragon,"₹40,999",4.6,"40,380 Ratings & 2,243 Reviews",8.0,128.0,4000,6.2,50MP
Samsung,Samsung Galaxy A16 5G,"₹16,346",4.2,"3,729 Ratings & 203 Reviews",8.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy A06,"₹8,999",4.1,337 Ratings & 21 Reviews,4.0,128.0,5000,6.7,50MP
Samsung,Samsung M36 5G,"₹22,999",4.1,169 Ratings & 6 Reviews,8.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy A17 5G,"₹16,999",4.3,177 Ratings & 8 Reviews,6.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy A36 5G,"₹27,595",4.3,"1,593 Ratings & 123 Reviews",8.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy M16 5G,"₹13,490",4.2,"1,062 Ratings & 54 Reviews",6.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy M35 5G,"₹18,105",4.4,"28,377 Ratings & 2,160 Reviews",6.0,128.0,6000,6.6,50MP
Samsung,Samsung Galaxy F15 5G,"₹15,998",4.2,"35,681 Ratings & 2,640 Reviews",6.0,128.0,6000,6.5,50MP
Samsung,Samsung Galaxy A07 LTE,"₹7,990",,,4.0,64.0,5000,6.7,50MP
Samsung,Samsung Galaxy A04,"₹9,999",3.8,245 Ratings & 11 Reviews,4.0,64.0,5000,6.5,50MP
Samsung,Samsung Galaxy A04,"₹9,999",3.8,245 Ratings & 11 Reviews,4.0,64.0,5000,6.5,50MP
Samsung,Samsung Galaxy F17 5G,"₹14,499",4.1,32 Ratings & 5 Reviews,4.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy M17 5G,"₹15,110",4.2,10 Ratings & 1 Reviews,6.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy M55 5G,"₹25,599",3.6,221 Ratings & 12 Reviews,8.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy A06,"₹8,799",4.1,337 Ratings & 21 Reviews,4.0,64.0,5000,6.7,50MP
Samsung,Samsung Galaxy F55 5G,"₹24,999",4.0,"3,127 Ratings & 252 Reviews",8.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy A06 5G,"₹15,499",4.2,38 Ratings & 1 Reviews,6.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy F55 5G,"₹28,999",4.0,"3,127 Ratings & 252 Reviews",8.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy A06 5G,"₹12,499",4.1,"2,009 Ratings & 127 Reviews",4.0,64.0,5000,6.7,50MP
Samsung,Samsung Galaxy F55 5G,"₹21,943",4.1,996 Ratings & 106 Reviews,12.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy S24 5G Snapdragon,"₹45,999",4.6,"40,380 Ratings & 2,243 Reviews",8.0,256.0,4000,6.2,50MP
Samsung,Samsung Galaxy A06 5G,"₹13,999",4.1,"2,009 Ratings & 127 Reviews",4.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy S25 Ultra 5G,"₹1,29,999",4.6,"2,409 Ratings & 245 Reviews",12.0,256.0,5000,6.9,200MP
Samsung,Samsung Galaxy F36 5G,"₹17,499",4.2,"3,615 Ratings & 257 Reviews",8.0,128.0,5000,6.7,50MP
Samsung,Samsung A16 5G,"₹14,250",4.0,81 Ratings & 4 Reviews,6.0,128.0,5000,6.7,13MP
Samsung,Samsung Galaxy F36 5G,"₹15,999",4.3,"7,196 Ratings & 411 Reviews",6.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy A16 5G,"₹16,614",4.2,"3,729 Ratings & 203 Reviews",8.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy F15 5G,"₹16,999",4.2,"35,681 Ratings & 2,640 Reviews",6.0,128.0,6000,6.5,50MP
Samsung,Samsung Galaxy Z Fold6 5G,"₹1,08,990",4.3,176 Ratings & 11 Reviews,12.0,256.0,4400,7.6,50MP
Samsung,Samsung Galaxy S25 Plus 5G,"₹86,999",4.7,80 Ratings & 15 Reviews,12.0,512.0,4900,6.7,50MP
Samsung,Samsung Galaxy S25 Ultra 5G,"₹1,41,999",4.6,"2,409 Ratings & 245 Reviews",12.0,512.0,5000,6.9,200MP
Samsung,Samsung Galaxy F55 5G,"₹21,936",4.1,996 Ratings & 106 Reviews,12.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy A06 5G,"₹10,250",4.1,"2,009 Ratings & 127 Reviews",4.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy A04s,"₹10,990",4.2,261 Ratings & 14 Reviews,4.0,128.0,5000,6.5,50MP
Samsung,Samsung Galaxy A56 5G,"₹41,999",4.3,641 Ratings & 47 Reviews,8.0,256.0,5000,6.7,50MP
Samsung,Samsung M36 5G,"₹22,999",4.1,169 Ratings & 6 Reviews,8.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy F15 5G,"₹15,999",4.2,"14,275 Ratings & 1,107 Reviews",4.0,128.0,6000,6.5,50MP
Samsung,Samsung Galaxy A06 5G,"₹12,499",4.1,"2,009 Ratings & 127 Reviews",4.0,64.0,5000,6.7,50MP
Samsung,Samsung Galaxy S25 Ultra 5G,"₹1,22,000",4.6,"2,409 Ratings & 245 Reviews",12.0,256.0,5000,6.9,200MP
Samsung,Samsung Galaxy M56 5G,"₹27,885",4.4,522 Ratings & 35 Reviews,8.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy A17 5G,"₹20,349",4.3,157 Ratings & 8 Reviews,8.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy A06 5G,"₹13,999",4.1,"2,009 Ratings & 127 Reviews",4.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy A55 5G,"₹33,988",4.3,623 Ratings & 47 Reviews,12.0,256.0,5000,6.6,50MP
Samsung,Samsung Galaxy A16 5G,"₹16,346",4.2,"3,729 Ratings & 203 Reviews",8.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy F42 5G,"₹13,999",4.1,"10,643 Ratings & 984 Reviews",6.0,128.0,5000,6.6,64MP
Samsung,Samsung Galaxy A36 5G,"₹26,998",4.3,"1,593 Ratings & 123 Reviews",8.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy F42 5G,"₹13,999",4.1,"10,643 Ratings & 984 Reviews",6.0,128.0,5000,6.6,64MP
Samsung,Samsung Galaxy A16 5G,"₹16,346",4.2,"3,729 Ratings & 203 Reviews",8.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy S24 Exynos 5G,"₹79,999",4.6,"8,298 Ratings & 438 Reviews",8.0,256.0,4000,6.2,50MP
Samsung,Samsung Galaxy A17 5G,"₹23,351",4.3,157 Ratings & 8 Reviews,8.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy S24 Exynos 5G,"₹89,999",4.6,"8,298 Ratings & 438 Reviews",8.0,512.0,4000,6.2,50MP
Samsung,Samsung Galaxy S25 Edge 5G,"₹89,999",4.8,34 Ratings & 2 Reviews,12.0,256.0,3900,6.657,200MP
Samsung,Samsung Galaxy A56 5G,"₹44,999",4.4,444 Ratings & 29 Reviews,12.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy S24+ 5G,"₹59,999",4.5,"12,468 Ratings & 906 Reviews",12.0,256.0,4900,6.7,50MP
Samsung,Samsung Galaxy F55 5G,"₹28,999",4.0,"3,127 Ratings & 252 Reviews",8.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy F56 5G,"₹24,999",4.4,216 Ratings & 13 Reviews,8.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy F16 5G,"₹10,749",4.1,"4,063 Ratings & 247 Reviews",4.0,128.0,5000,6.657,50MP
Samsung,Samsung Galaxy A06,"₹8,799",4.1,337 Ratings & 21 Reviews,4.0,64.0,5000,6.7,50MP
Samsung,Samsung Galaxy A36 5G,"₹33,999",4.3,"1,593 Ratings & 123 Reviews",8.0,256.0,5000,6.7,50MP
Samsung,Samsung S25 Ultra 5G,"₹1,22,000",4.7,311 Ratings & 21 Reviews,12.0,256.0,5000,6.9,200MP
Samsung,Samsung Galaxy F17 5G,"₹14,499",4.1,32 Ratings & 5 Reviews,4.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy A36 5G,"₹36,999",4.4,244 Ratings & 15 Reviews,12.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy M55 5G,"₹21,782",4.1,116 Ratings & 11 Reviews,12.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy A17 5G,"₹18,889",4.3,177 Ratings & 8 Reviews,6.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy A06,"₹8,999",4.1,337 Ratings & 21 Reviews,4.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy A36 5G,"₹33,999",4.3,"1,593 Ratings & 123 Reviews",8.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy M17 5G,"₹13,480",4.0,5 Ratings & 0 Reviews,4.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy M16 5G,"₹16,998",4.3,211 Ratings & 9 Reviews,8.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy M17 5G,"₹17,978",4.0,3 Ratings & 1 Reviews,8.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy S24 Ultra 5G,"₹1,06,990",4.6,"6,990 Ratings & 523 Reviews",12.0,512.0,5000,6.8,200MP
Samsung,Samsung Galaxy A26 5G,"₹23,999",4.0,234 Ratings & 28 Reviews,8.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy A06,"₹8,799",4.1,337 Ratings & 21 Reviews,4.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy M17 5G,"₹13,534",4.0,5 Ratings & 0 Reviews,4.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy A36 5G,"₹36,999",4.4,244 Ratings & 15 Reviews,12.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy A17 5G,"₹18,999",4.3,177 Ratings & 8 Reviews,6.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy S25 5G,"₹92,999",4.6,"2,651 Ratings & 303 Reviews",12.0,512.0,4000,6.2,50MP
Samsung,Samsung Galaxy S25 Edge 5G,"₹89,999",4.8,34 Ratings & 2 Reviews,12.0,256.0,3900,6.657,200MP
Samsung,Samsung galaxy M15 5G,"₹16,999",4.1,294 Ratings & 17 Reviews,8.0,128.0,6000,6.5,50MP
Samsung,Samsung Galaxy F16 5G,"₹10,749",4.1,"4,063 Ratings & 247 Reviews",4.0,128.0,5000,6.657,50MP
Samsung,Samsung Galaxy A17 5G,"₹20,349",4.3,157 Ratings & 8 Reviews,8.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy F17 5G,"₹15,999",4.0,48 Ratings & 3 Reviews,6.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy Z Flip6 5G,"₹69,999",4.3,186 Ratings & 15 Reviews,12.0,256.0,4000,6.7,50MP
Samsung,Samsung Galaxy A56 5G,"₹41,999",4.3,641 Ratings & 47 Reviews,8.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy S21 FE 5G,"₹39,999",4.3,"1,53,418 Ratings & 14,093 Reviews",8.0,128.0,4500,6.4,12MP
Samsung,Samsung Galaxy A26 5G,"₹26,999",4.0,234 Ratings & 28 Reviews,8.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy F12,"₹12,999",4.3,"3,02,625 Ratings & 23,206 Reviews",4.0,64.0,6000,6.515,48MP
Samsung,Samsung Galaxy F36 5G,"₹20,499",4.2,"3,615 Ratings & 257 Reviews",8.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy M34 5G,"₹24,999",4.3,585 Ratings & 22 Reviews,8.0,128.0,6000,6.5,50MP
Samsung,Samsung Galaxy S21 FE 5G,"₹39,999",4.3,"1,53,418 Ratings & 14,093 Reviews",8.0,128.0,4500,6.4,12MP
Samsung,Samsung Galaxy M55 5G,"₹17,999",3.6,221 Ratings & 12 Reviews,8.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy F55 5G,"₹24,999",4.0,"3,127 Ratings & 252 Reviews",8.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy M55 5G,"₹21,716",4.1,116 Ratings & 11 Reviews,12.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy A16 5G,"₹21,999",4.2,"3,729 Ratings & 203 Reviews",8.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy F05,"₹6,499",4.2,"75,205 Ratings & 4,067 Reviews",4.0,64.0,5000,6.74,50MP
Samsung,Samsung Galaxy S25 FE 5G,"₹77,999",4.7,30 Ratings & 1 Reviews,8.0,512.0,4900,6.7,50MP
Samsung,Samsung S25 Ultra,"₹1,24,999",4.4,14 Ratings & 0 Reviews,12.0,256.0,5000,6.9,200MP
Samsung,Samsung Galaxy Z Flip5,"₹99,999",4.4,858 Ratings & 50 Reviews,8.0,256.0,3700,6.7,12MP
Samsung,Samsung Galaxy A26 5G,"₹23,999",4.0,234 Ratings & 28 Reviews,8.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy F55 5G,"₹24,999",4.0,"3,127 Ratings & 252 Reviews",8.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy A56 5G,"₹38,999",4.3,641 Ratings & 47 Reviews,8.0,128.0,5000,6.7,50MP
Samsung,Samsung galaxy M15 5G,"₹16,999",4.1,294 Ratings & 17 Reviews,8.0,128.0,6000,6.5,50MP
Samsung,Samsung M55s 5G,"₹27,950",4.2,21 Ratings & 3 Reviews,,,5000,6.8,50MP
Samsung,Samsung Galaxy F34 5G,"₹21,999",4.2,"16,335 Ratings & 1,179 Reviews",8.0,128.0,6000,6.5,50MP
Samsung,Samsung Galaxy F15 5G,"₹15,998",4.2,"35,681 Ratings & 2,640 Reviews",6.0,128.0,6000,6.5,50MP
Samsung,Samsung Galaxy F34 5G,"₹19,999",4.2,"47,635 Ratings & 3,529 Reviews",6.0,128.0,6000,6.5,50MP
Samsung,Samsung Galaxy F16 5G,"₹10,749",4.1,"4,063 Ratings & 247 Reviews",4.0,128.0,5000,6.657,50MP
Samsung,Samsung Galaxy A36 5G,"₹28,850",4.3,"1,593 Ratings & 123 Reviews",8.0,128.0,5000,6.7,50MP
Samsung,Samsung Galaxy A17 5G,"₹23,496",4.3,157 Ratings & 8 Reviews,8.0,256.0,5000,6.7,50MP
Samsung,Samsung Galaxy A17 5G,"₹20,489",4.3,157 Ratings & 8 Reviews,8.0,128.0,5000,6.7,50MP
